filament_id,lat_centroid,lon_centroid,dec_time,date,product_id,datetime,mgrs_tile
2000,34.37641168852798,10.86990636545655,2017.713356861999,2017-09-18,S2A_MSIL1C_20170918T100021_N0500_R122_T32SPD_20231014T080243.SAFE,2017-09-18T10:11:07.848Z,Unknown
2001,34.93048124006646,11.02634993051274,2017.7407625887877,2017-09-28,S2A_MSIL1C_20170928T100021_N0500_R122_T32SPD_20230912T173224.SAFE,2017-09-28T10:11:08.261Z,Unknown
2002,34.89571857835096,11.048050607964502,2017.7407625887877,2017-09-28,S2A_MSIL1C_20170928T100021_N0500_R122_T32SPD_20230912T173224.SAFE,2017-09-28T10:11:08.261Z,Unknown
2003,34.78246630345979,11.085259816099118,2017.7407625887877,2017-09-28,S2A_MSIL1C_20170928T100021_N0500_R122_T32SPD_20230912T173224.SAFE,2017-09-28T10:11:08.261Z,Unknown
2004,34.69585514843039,10.773532778715644,2017.7407625887877,2017-09-28,S2A_MSIL1C_20170928T100021_N0500_R122_T32SPD_20230912T173224.SAFE,2017-09-28T10:11:08.261Z,Unknown
2005,34.5268965287383,10.594493540992994,2017.7407625887877,2017-09-28,S2A_MSIL1C_20170928T100021_N0500_R122_T32SPD_20230912T173224.SAFE,2017-09-28T10:11:08.261Z,Unknown
2006,34.24836028385923,10.173522176382614,2017.7407625887877,2017-09-28,S2A_MSIL1C_20170928T100021_N0500_R122_T32SNC_20230912T173224.SAFE,2017-09-28T10:11:25.939Z,Unknown
2007,34.75901127135074,10.910450556555048,2017.7681543632675,2017-10-08,S2A_MSIL1C_20171008T100031_N0500_R122_T32SPD_20231015T105525.SAFE,2017-10-08T10:11:09.94Z,Unknown
2008,34.67971560127734,10.886128065500298,2017.7681543632675,2017-10-08,S2A_MSIL1C_20171008T100031_N0500_R122_T32SPD_20231015T105525.SAFE,2017-10-08T10:11:09.94Z,Unknown
2009,34.661830507310874,10.900957686459655,2017.7681543632675,2017-10-08,S2A_MSIL1C_20171008T100031_N0500_R122_T32SPD_20231015T105525.SAFE,2017-10-08T10:11:09.94Z,Unknown
2010,34.33610845820335,10.365429591470877,2017.7681543632675,2017-10-08,S2A_MSIL1C_20171008T100031_N0500_R122_T32SPC_20231015T105525.SAFE,2017-10-08T10:11:24.458Z,Unknown
2011,34.32791698587729,10.357017006717408,2017.7681543632675,2017-10-08,S2A_MSIL1C_20171008T100031_N0500_R122_T32SPC_20231015T105525.SAFE,2017-10-08T10:11:24.458Z,Unknown
2012,34.27424157362928,10.188244430406614,2017.7681543632675,2017-10-08,S2A_MSIL1C_20171008T100031_N0500_R122_T32SNC_20231015T105525.SAFE,2017-10-08T10:11:27.624Z,Unknown
2013,34.970899119812714,11.210924516233824,2017.79555032344,2017-10-18,S2A_MSIL1C_20171018T100031_N0500_R122_T32SPD_20231015T175358.SAFE,2017-10-18T10:11:10.853Z,Unknown
2014,34.78759630807279,10.921967526717884,2017.79555032344,2017-10-18,S2A_MSIL1C_20171018T100031_N0500_R122_T32SPD_20231015T175358.SAFE,2017-10-18T10:11:10.853Z,Unknown
2015,34.74838127731212,10.91002395015014,2017.79555032344,2017-10-18,S2A_MSIL1C_20171018T100031_N0500_R122_T32SPD_20231015T175358.SAFE,2017-10-18T10:11:10.853Z,Unknown
2016,34.70337377018449,10.88207314365278,2017.79555032344,2017-10-18,S2A_MSIL1C_20171018T100031_N0500_R122_T32SPD_20231015T175358.SAFE,2017-10-18T10:11:10.853Z,Unknown
2017,34.687785718726886,10.763585470946628,2017.79555032344,2017-10-18,S2A_MSIL1C_20171018T100031_N0500_R122_T32SPD_20231015T175358.SAFE,2017-10-18T10:11:10.853Z,Unknown
2018,34.40069610933876,10.581610926320778,2017.79555032344,2017-10-18,S2A_MSIL1C_20171018T100031_N0500_R122_T32SPD_20231015T175358.SAFE,2017-10-18T10:11:10.853Z,Unknown
2019,34.28860694818632,10.222326764769052,2017.79555032344,2017-10-18,S2A_MSIL1C_20171018T100031_N0500_R122_T32SPC_20231015T175358.SAFE,2017-10-18T10:11:25.367Z,Unknown
2020,34.26788700023856,10.222759403697738,2017.79555032344,2017-10-18,S2A_MSIL1C_20171018T100031_N0500_R122_T32SPC_20231015T175358.SAFE,2017-10-18T10:11:25.367Z,Unknown
2021,34.28363455202158,10.210211321319091,2017.8507408041603,2017-11-07,S2A_MSIL1C_20171107T100221_N0500_R122_T32SPC_20231012T153301.SAFE,2017-11-07T10:11:24.925Z,Unknown
2022,34.28234537190635,10.243413461300635,2017.8780709030948,2017-11-17,S2A_MSIL1C_20171117T100301_N0500_R122_T32SPC_20231015T213338.SAFE,2017-11-17T10:11:23.471Z,Unknown
2023,35.07926197328386,11.197990814189827,2018.0424540842207,2018-01-16,S2A_MSIL1C_20180116T100341_N0500_R122_T32SPD_20230915T025004.SAFE,2018-01-16T10:11:04.553Z,Unknown
2024,35.232901608692934,11.172431433861275,2018.261425006342,2018-04-06,S2A_MSIL1C_20180406T100031_N0500_R122_T32SPD_20230906T200737.SAFE,2018-04-06T10:11:11.774Z,Unknown
2025,35.04181563692951,11.208910475142794,2018.261425006342,2018-04-06,S2A_MSIL1C_20180406T100031_N0500_R122_T32SPD_20230906T200737.SAFE,2018-04-06T10:11:11.774Z,Unknown
2026,35.01632497479639,11.115644120025223,2018.261425006342,2018-04-06,S2A_MSIL1C_20180406T100031_N0500_R122_T32SPD_20230906T200737.SAFE,2018-04-06T10:11:11.774Z,Unknown
2027,34.87824080572742,10.977701288300054,2018.261425006342,2018-04-06,S2A_MSIL1C_20180406T100031_N0500_R122_T32SPD_20230906T200737.SAFE,2018-04-06T10:11:11.774Z,Unknown
2028,34.8707362433257,10.974293010525278,2018.261425006342,2018-04-06,S2A_MSIL1C_20180406T100031_N0500_R122_T32SPD_20230906T200737.SAFE,2018-04-06T10:11:11.774Z,Unknown
2029,34.24458345232446,10.17330563958883,2018.261425006342,2018-04-06,S2A_MSIL1C_20180406T100031_N0500_R122_T32SNC_20230906T200737.SAFE,2018-04-06T10:11:29.455Z,Unknown
2030,34.32082943699618,10.325079163917849,2018.398598617453,2018-05-26,S2A_MSIL1C_20180526T100031_N0500_R122_T32SPC_20230902T114451.SAFE,2018-05-26T10:11:27.819Z,Unknown
2031,34.87256668063069,11.042839066198184,2018.590191939371,2018-08-04,S2A_MSIL1C_20180804T100031_N0500_R122_T32SPD_20230807T083022.SAFE,2018-08-04T10:11:11.905Z,Unknown
2032,34.80756399915114,11.05060299788274,2018.590191939371,2018-08-04,S2A_MSIL1C_20180804T100031_N0500_R122_T32SPD_20230807T083022.SAFE,2018-08-04T10:11:11.905Z,Unknown
2033,35.0091058846705,11.227351766071312,2018.6190599949264,2018-08-14,S2A_MSIL1C_20180814T100031_N0500_R122_T32SPD_20230819T013010.SAFE,2018-08-14T10:11:10.999Z,Unknown
2034,34.94218780325772,11.027094720665971,2018.6190599949264,2018-08-14,S2A_MSIL1C_20180814T100031_N0500_R122_T32SPD_20230819T013010.SAFE,2018-08-14T10:11:10.999Z,Unknown
2035,34.944931312472995,11.00762006071853,2018.6190599949264,2018-08-14,S2A_MSIL1C_20180814T100031_N0500_R122_T32SPD_20230819T013010.SAFE,2018-08-14T10:11:10.999Z,Unknown
2036,34.93953566616128,11.121485099239916,2018.6190599949264,2018-08-14,S2A_MSIL1C_20180814T100031_N0500_R122_T32SPD_20230819T013010.SAFE,2018-08-14T10:11:10.999Z,Unknown
2037,34.9341397017995,10.98345222003442,2018.6190599949264,2018-08-14,S2A_MSIL1C_20180814T100031_N0500_R122_T32SPD_20230819T013010.SAFE,2018-08-14T10:11:10.999Z,Unknown
2038,34.915297063932485,10.9953779292334,2018.6190599949264,2018-08-14,S2A_MSIL1C_20180814T100031_N0500_R122_T32SPD_20230819T013010.SAFE,2018-08-14T10:11:10.999Z,Unknown
2039,34.81608102479691,11.168081832659963,2018.6190599949264,2018-08-14,S2A_MSIL1C_20180814T100031_N0500_R122_T32SPD_20230819T013010.SAFE,2018-08-14T10:11:10.999Z,Unknown
2040,34.53277514970538,10.869692886254006,2018.6190599949264,2018-08-14,S2A_MSIL1C_20180814T100031_N0500_R122_T32SPD_20230819T013010.SAFE,2018-08-14T10:11:10.999Z,Unknown
2041,34.51725114265072,10.97194968215664,2018.6190599949264,2018-08-14,S2A_MSIL1C_20180814T100031_N0500_R122_T32SPD_20230819T013010.SAFE,2018-08-14T10:11:10.999Z,Unknown
2042,35.044738837609444,11.09227324856151,2018.6723837519023,2018-09-03,S2A_MSIL1C_20180903T100021_N0500_R122_T32SPD_20230730T120724.SAFE,2018-09-03T10:11:09.556Z,Unknown
2043,34.988724847557506,11.072292952747077,2018.6723837519023,2018-09-03,S2A_MSIL1C_20180903T100021_N0500_R122_T32SPD_20230730T120724.SAFE,2018-09-03T10:11:09.556Z,Unknown
2044,34.856457588291015,11.26696651649286,2018.6723837519023,2018-09-03,S2A_MSIL1C_20180903T100021_N0500_R122_T32SPD_20230730T120724.SAFE,2018-09-03T10:11:09.556Z,Unknown
2045,34.81827884041778,11.122653211665869,2018.6723837519023,2018-09-03,S2A_MSIL1C_20180903T100021_N0500_R122_T32SPD_20230730T120724.SAFE,2018-09-03T10:11:09.556Z,Unknown
2046,34.67833994451526,11.224914521395156,2018.6723837519023,2018-09-03,S2A_MSIL1C_20180903T100021_N0500_R122_T32SPD_20230730T120724.SAFE,2018-09-03T10:11:09.556Z,Unknown
2047,34.60072068582249,11.004746095604316,2018.6723837519023,2018-09-03,S2A_MSIL1C_20180903T100021_N0500_R122_T32SPD_20230730T120724.SAFE,2018-09-03T10:11:09.556Z,Unknown
2048,34.578597746951644,10.906717624656292,2018.6723837519023,2018-09-03,S2A_MSIL1C_20180903T100021_N0500_R122_T32SPD_20230730T120724.SAFE,2018-09-03T10:11:09.556Z,Unknown
2049,34.55298018186268,10.9861144600906,2018.6723837519023,2018-09-03,S2A_MSIL1C_20180903T100021_N0500_R122_T32SPD_20230730T120724.SAFE,2018-09-03T10:11:09.556Z,Unknown
2050,34.7879627261974,10.993248550957237,2018.754592656012,2018-10-03,S2A_MSIL1C_20181003T100021_N0500_R122_T32SPD_20230626T033452.SAFE,2018-10-03T10:11:08.159Z,Unknown
2051,34.70694949015626,10.911197108832534,2018.754592656012,2018-10-03,S2A_MSIL1C_20181003T100021_N0500_R122_T32SPD_20230626T033452.SAFE,2018-10-03T10:11:08.159Z,Unknown
2052,35.06647717017762,11.213892426207323,2018.7819801496703,2018-10-13,S2A_MSIL1C_20181013T100021_N0500_R122_T32SPD_20230729T094022.SAFE,2018-10-13T10:11:08.676Z,Unknown
2053,35.04181563692951,11.09248576117044,2018.7819801496703,2018-10-13,S2A_MSIL1C_20181013T100021_N0500_R122_T32SPD_20230729T094022.SAFE,2018-10-13T10:11:08.676Z,Unknown
2054,35.03478129751449,11.188765518731088,2018.7819801496703,2018-10-13,S2A_MSIL1C_20181013T100021_N0500_R122_T32SPD_20230729T094022.SAFE,2018-10-13T10:11:08.676Z,Unknown
2055,35.029116886016595,11.210500514448862,2018.7819801496703,2018-10-13,S2A_MSIL1C_20181013T100021_N0500_R122_T32SPD_20230729T094022.SAFE,2018-10-13T10:11:08.676Z,Unknown
2056,34.91831580506861,10.99431325165062,2018.7819801496703,2018-10-13,S2A_MSIL1C_20181013T100021_N0500_R122_T32SPD_20230729T094022.SAFE,2018-10-13T10:11:08.676Z,Unknown
2057,34.28915942137952,10.331123057248869,2018.7819801496703,2018-10-13,S2A_MSIL1C_20181013T100021_N0500_R122_T32SPC_20230729T094022.SAFE,2018-10-13T10:11:23.192Z,Unknown
2058,34.82532981500008,10.959272464864972,2018.8642836123795,2018-11-12,S2A_MSIL1C_20181112T100241_N0500_R122_T32SPD_20230726T082141.SAFE,2018-11-12T10:11:06.633Z,Unknown
2059,34.80133600370969,10.957248067938483,2018.8642836123795,2018-11-12,S2A_MSIL1C_20181112T100241_N0500_R122_T32SPD_20230726T082141.SAFE,2018-11-12T10:11:06.633Z,Unknown
2060,34.71675910342859,10.941369636198482,2018.8642836123795,2018-11-12,S2A_MSIL1C_20181112T100241_N0500_R122_T32SPD_20230726T082141.SAFE,2018-11-12T10:11:06.633Z,Unknown
2061,35.078257518852304,11.186220304532966,2018.8916783992895,2018-11-22,S2A_MSIL1C_20181122T100321_N0500_R122_T32SPD_20230725T194617.SAFE,2018-11-22T10:11:04.706Z,Unknown
2062,35.04309454887365,11.148132382814667,2018.8916783992895,2018-11-22,S2A_MSIL1C_20181122T100321_N0500_R122_T32SPD_20230725T194617.SAFE,2018-11-22T10:11:04.706Z,Unknown
2063,35.04537827513986,11.169885372613289,2018.8916783992895,2018-11-22,S2A_MSIL1C_20181122T100321_N0500_R122_T32SPD_20230725T194617.SAFE,2018-11-22T10:11:04.706Z,Unknown
2064,35.045012882820046,11.127643924326756,2018.8916783992895,2018-11-22,S2A_MSIL1C_20181122T100321_N0500_R122_T32SPD_20230725T194617.SAFE,2018-11-22T10:11:04.706Z,Unknown
2065,35.0325886641938,11.220993482612991,2018.8916783992895,2018-11-22,S2A_MSIL1C_20181122T100321_N0500_R122_T32SPD_20230725T194617.SAFE,2018-11-22T10:11:04.706Z,Unknown
2066,35.032954106773914,11.113626165634976,2018.8916783992895,2018-11-22,S2A_MSIL1C_20181122T100321_N0500_R122_T32SPD_20230725T194617.SAFE,2018-11-22T10:11:04.706Z,Unknown
2067,35.02235567243301,11.154924595197537,2018.8916783992895,2018-11-22,S2A_MSIL1C_20181122T100321_N0500_R122_T32SPD_20230725T194617.SAFE,2018-11-22T10:11:04.706Z,Unknown
2068,35.01934037381086,11.112776475803628,2018.8916783992895,2018-11-22,S2A_MSIL1C_20181122T100321_N0500_R122_T32SPD_20230725T194617.SAFE,2018-11-22T10:11:04.706Z,Unknown
2069,35.02217292992041,11.147177152562552,2018.8916783992895,2018-11-22,S2A_MSIL1C_20181122T100321_N0500_R122_T32SPD_20230725T194617.SAFE,2018-11-22T10:11:04.706Z,Unknown
2070,34.94749184683914,11.038052468694184,2018.8916783992895,2018-11-22,S2A_MSIL1C_20181122T100321_N0500_R122_T32SPD_20230725T194617.SAFE,2018-11-22T10:11:04.706Z,Unknown
2071,34.92389564096778,11.028584267050343,2018.8916783992895,2018-11-22,S2A_MSIL1C_20181122T100321_N0500_R122_T32SPD_20230725T194617.SAFE,2018-11-22T10:11:04.706Z,Unknown
2072,34.88903898318987,10.988457111813544,2018.8916783992895,2018-11-22,S2A_MSIL1C_20181122T100321_N0500_R122_T32SPD_20230725T194617.SAFE,2018-11-22T10:11:04.706Z,Unknown
2073,34.796115157631455,10.932202563130629,2018.8916783992895,2018-11-22,S2A_MSIL1C_20181122T100321_N0500_R122_T32SPD_20230725T194617.SAFE,2018-11-22T10:11:04.706Z,Unknown
2074,34.75332987259251,10.911943649743485,2018.8916783992895,2018-11-22,S2A_MSIL1C_20181122T100321_N0500_R122_T32SPD_20230725T194617.SAFE,2018-11-22T10:11:04.706Z,Unknown
2075,34.71620905864372,10.836058302864414,2018.8916783992895,2018-11-22,S2A_MSIL1C_20181122T100321_N0500_R122_T32SPD_20230725T194617.SAFE,2018-11-22T10:11:04.706Z,Unknown
2076,34.67540514337966,10.775243939943964,2018.8916783992895,2018-11-22,S2A_MSIL1C_20181122T100321_N0500_R122_T32SPD_20230725T194617.SAFE,2018-11-22T10:11:04.706Z,Unknown
2077,34.593928292997255,11.106828235019488,2018.8916783992895,2018-11-22,S2A_MSIL1C_20181122T100321_N0500_R122_T32SPD_20230725T194617.SAFE,2018-11-22T10:11:04.706Z,Unknown
2078,34.45549797657505,10.627865221852389,2018.8916783992895,2018-11-22,S2A_MSIL1C_20181122T100321_N0500_R122_T32SPD_20230725T194617.SAFE,2018-11-22T10:11:04.706Z,Unknown
2079,34.45108553831931,10.55755430840539,2018.8916783992895,2018-11-22,S2A_MSIL1C_20181122T100321_N0500_R122_T32SPD_20230725T194617.SAFE,2018-11-22T10:11:04.706Z,Unknown
2080,34.44989046867829,10.584939259752174,2018.8916783992895,2018-11-22,S2A_MSIL1C_20181122T100321_N0500_R122_T32SPD_20230725T194617.SAFE,2018-11-22T10:11:04.706Z,Unknown
2081,34.26890007517894,10.381172339271222,2018.8916783992895,2018-11-22,S2A_MSIL1C_20181122T100321_N0500_R122_T32SPC_20230725T194617.SAFE,2018-11-22T10:11:19.234Z,Unknown
2082,34.26208464649707,10.349466019847522,2018.8916783992895,2018-11-22,S2A_MSIL1C_20181122T100321_N0500_R122_T32SPC_20230725T194617.SAFE,2018-11-22T10:11:19.234Z,Unknown
2083,34.76872383322968,10.92580591572684,2018.9463854325213,2018-12-12,S2A_MSIL1C_20181212T100401_N0500_R122_T32SPD_20230726T123415.SAFE,2018-12-12T10:11:03.415Z,Unknown
2084,34.77220544987221,10.914076561146242,2018.9463854325213,2018-12-12,S2A_MSIL1C_20181212T100401_N0500_R122_T32SPD_20230726T123415.SAFE,2018-12-12T10:11:03.415Z,Unknown
2085,34.76927357077878,10.908637453699775,2018.9463854325213,2018-12-12,S2A_MSIL1C_20181212T100401_N0500_R122_T32SPD_20230726T123415.SAFE,2018-12-12T10:11:03.415Z,Unknown
2086,34.607512597109306,11.03549942571936,2018.9463854325213,2018-12-12,S2A_MSIL1C_20181212T100401_N0500_R122_T32SPD_20230726T123415.SAFE,2018-12-12T10:11:03.415Z,Unknown
2087,34.37263970807494,11.08154016482424,2018.9463854325213,2018-12-12,S2A_MSIL1C_20181212T100401_N0500_R122_T32SPD_20230726T123415.SAFE,2018-12-12T10:11:03.415Z,Unknown
2088,34.2839108027412,10.396263370828622,2018.9463854325213,2018-12-12,S2A_MSIL1C_20181212T100401_N0500_R122_T32SPC_20230726T123415.SAFE,2018-12-12T10:11:17.946Z,Unknown
2089,34.27313645939148,10.33187849143728,2018.9463854325213,2018-12-12,S2A_MSIL1C_20181212T100401_N0500_R122_T32SPC_20230726T123415.SAFE,2018-12-12T10:11:17.946Z,Unknown
2090,34.27221552154362,10.362517706532673,2018.9463854325213,2018-12-12,S2A_MSIL1C_20181212T100401_N0500_R122_T32SPC_20230726T123415.SAFE,2018-12-12T10:11:17.946Z,Unknown
2091,34.26982104350904,10.384837731865574,2018.9463854325213,2018-12-12,S2A_MSIL1C_20181212T100401_N0500_R122_T32SPC_20230726T123415.SAFE,2018-12-12T10:11:17.946Z,Unknown
2092,34.933773862199686,11.026669127677312,2018.973782343988,2018-12-22,S2A_MSIL1C_20181222T100421_N0500_R122_T32SPD_20230814T050030.SAFE,2018-12-22T10:11:03.748Z,Unknown
2093,34.77843538805478,10.923353646297876,2018.973782343988,2018-12-22,S2A_MSIL1C_20181222T100421_N0500_R122_T32SPD_20230814T050030.SAFE,2018-12-22T10:11:03.748Z,Unknown
2094,34.751130529113446,10.91205029751719,2018.973782343988,2018-12-22,S2A_MSIL1C_20181222T100421_N0500_R122_T32SPD_20230814T050030.SAFE,2018-12-22T10:11:03.748Z,Unknown
2095,34.72950090927068,10.890929512949809,2018.973782343988,2018-12-22,S2A_MSIL1C_20181222T100421_N0500_R122_T32SPD_20230814T050030.SAFE,2018-12-22T10:11:03.748Z,Unknown
2096,34.75919453654975,10.942435463718695,2019.110848902841,2019-02-10,S2A_MSIL1C_20190210T100141_N0500_R122_T32SPD_20221127T074340.SAFE,2019-02-10T10:11:08.609Z,Unknown
2097,34.35902258089242,10.377075399170664,2019.110848902841,2019-02-10,S2A_MSIL1C_20190210T100141_N0500_R122_T32SPD_20221127T074340.SAFE,2019-02-10T10:11:08.609Z,Unknown
2098,34.334451810428526,10.372115486503509,2019.110848902841,2019-02-10,S2A_MSIL1C_20190210T100141_N0500_R122_T32SPC_20221127T074340.SAFE,2019-02-10T10:11:23.129Z,Unknown
2099,34.302970257951365,10.296576465879792,2019.2751243023845,2019-04-11,S2A_MSIL1C_20190411T100031_N0500_R122_T32SPC_20221102T182917.SAFE,2019-04-11T10:11:28.242Z,Unknown
2100,34.286857429591336,10.285451591561907,2019.3299122590056,2019-05-01,S2A_MSIL1C_20190501T100031_N0500_R122_T32SPC_20221213T161604.SAFE,2019-05-01T10:11:30.068Z,Unknown
2101,34.83842306288586,11.202231747675691,2019.3573185248604,2019-05-11,S2A_MSIL1C_20190511T100031_N0500_R122_T32SPD_20221213T005620.SAFE,2019-05-11T10:11:15.705Z,Unknown
2102,34.27663594596508,10.30532337732814,2019.494296518265,2019-06-30,S2A_MSIL1C_20190630T100031_N0500_R122_T32SPC_20230723T095540.SAFE,2019-06-30T10:11:31.058Z,Unknown
2103,34.24937355597417,10.26006012484162,2019.494296518265,2019-06-30,S2A_MSIL1C_20190630T100031_N0500_R122_T32SPC_20230723T095540.SAFE,2019-06-30T10:11:31.058Z,Unknown
2104,34.98506857259642,11.2243846695871,2019.576485508625,2019-07-30,S2A_MSIL1C_20190730T100031_N0500_R122_T32SPD_20230710T202111.SAFE,2019-07-30T10:11:16.563Z,Unknown
2105,34.31254464899575,10.214105898182195,2019.576485508625,2019-07-30,S2A_MSIL1C_20190730T100031_N0500_R122_T32SPC_20230710T202111.SAFE,2019-07-30T10:11:31.07Z,Unknown
2106,35.06145407184793,11.108634027186437,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2107,35.05853141297028,11.08982928740664,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2108,35.02144195618141,11.05124107461486,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2109,34.999053029933584,11.08451590840132,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2110,34.98360602146661,11.223642867449946,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2111,34.97355034634209,11.014431749932625,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2112,34.944931312472995,10.988457111813544,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2113,34.93231048919166,11.027094720665971,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2114,34.90395302874248,10.986753376202635,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2115,34.91419931527901,11.21813198640892,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2116,34.911637850736554,11.18240223579402,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2117,34.90422749773104,11.219403783088143,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2118,34.8815352989572,11.177311015503925,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2119,34.87613592903815,10.970032330210016,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2120,34.86268188844854,11.263154721652672,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2121,34.8547183707738,11.22809351217816,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2122,34.84995823999685,11.211030516107934,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2123,34.84519786463684,11.18791712866037,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2124,34.824139428232264,11.16001813774924,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2125,34.81809569109874,11.20488214508492,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2126,34.82102603693704,11.174022655084087,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2127,34.81946930220365,10.938385195897071,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2128,34.784115264221995,10.929324175058667,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2129,34.73756677296818,11.083559439074891,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2130,34.722442711675065,11.09365456406874,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2131,34.725926044114466,10.878017886403532,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2132,34.692003915538734,11.062087109585551,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2133,34.65907865536867,11.140702324131508,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2134,34.623205575047464,11.10608465422473,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2135,34.623113810735894,11.138260773615638,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2136,34.60072068582249,11.064532452894452,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2137,34.606870139645764,11.13465130253294,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
2138,34.35663018930615,10.360576353659043,2019.7408723363772,2019-09-28,S2A_MSIL1C_20190928T100031_N0500_R122_T32SPD_20230628T222625.SAFE,2019-09-28T10:11:13.161Z,Unknown
